Reg_No,Make,Model_1,Model,Variant_1,Variant,Year,Transaction_Year,Sold_Price,Out_Kms,Ownership,City
71,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VXI,VXI,2011,2014,430000,25429.15811,1,BANGALORE
72,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VXI,VXI,2011,2014,444000,25429.15811,1,BANGALORE
693,MARUTI SUZUKI,800,800,AC,AC,2005,2014,116500,73921.97126,2,BANGALORE
694,MARUTI SUZUKI,800,800,AC,AC,2005,2014,120000,73921.97126,2,BANGALORE
269,MARUTI SUZUKI,A-Star,A-Star,VXI,VXI,2009,2014,249750,41984,2,BANGALORE
270,MARUTI SUZUKI,A-Star,A-Star,VXI,VXI,2009,2014,275000,41984,2,BANGALORE
953,MARUTI SUZUKI,Zen,Zen,LX,LX,1996,2014,40000,146069.8152,4,BANGALORE
954,MARUTI SUZUKI,Zen,Zen,LX,LX,1996,2014,50000,146069.8152,4,BANGALORE
73,CHEVROLET,Spark,Spark,E 1.0,E 1.0,2011,2014,220000,26130.04791,1,BANGALORE
74,CHEVROLET,Spark,Spark,E 1.0,E 1.0,2011,2014,227550,26130.04791,1,BANGALORE
483,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2014,260000,58130.04791,2,BANGALORE
484,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2014,276390,58130.04791,2,BANGALORE
25,MARUTI SUZUKI,Ertiga,Ertiga,VXI,VXI,2012,2014,607170,18135.52362,1,BANGALORE
26,MARUTI SUZUKI,Ertiga,Ertiga,VXI,VXI,2012,2014,655000,18135.52362,1,BANGALORE
271,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2014,352980,42140.99931,2,BANGALORE
272,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2014,393500,42140.99931,2,BANGALORE
151,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,216450,34146.47502,1,BANGALORE
152,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,235000,34146.47502,1,BANGALORE
485,MARUTI SUZUKI,Alto,Alto,LX,LX,2007,2014,128000,58173.85353,2,BANGALORE
486,MARUTI SUZUKI,Alto,Alto,LX,LX,2007,2014,135000,58173.85353,2,BANGALORE
579,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2014,140000,66190.28063,2,BANGALORE
580,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2014,150000,66190.28063,2,BANGALORE
273,MARUTI SUZUKI,A-Star,A-Star,VXI,VXI,2009,2014,216450,42206.70774,2,BANGALORE
274,MARUTI SUZUKI,A-Star,A-Star,VXI,VXI,2009,2014,220000,42206.70774,2,BANGALORE
775,TATA,INDICA V2,INDICA V2,DLS,DLS,2004,2014,60000,123334.7022,3,BANGALORE
776,TATA,INDICA V2,INDICA V2,DLS,DLS,2004,2014,75000,123334.7022,3,BANGALORE
275,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,194250,42250.51334,2,BANGALORE
276,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,195000,42250.51334,2,BANGALORE
581,MARUTI SUZUKI,Alto,Alto,LX,LX,2006,2014,129000,66277.89186,2,BANGALORE
582,MARUTI SUZUKI,Alto,Alto,LX,LX,2006,2014,140000,66277.89186,2,BANGALORE
487,MARUTI SUZUKI,Alto,Alto,STD,STD,2007,2014,110000,58283.36756,2,BANGALORE
488,MARUTI SUZUKI,Alto,Alto,STD,STD,2007,2014,125000,58283.36756,2,BANGALORE
777,MARUTI SUZUKI,Alto,Alto,LX,LX,2004,2014,113000,82354.55168,3,BANGALORE
778,MARUTI SUZUKI,Alto,Alto,LX,LX,2004,2014,120000,82354.55168,3,BANGALORE
489,MARUTI SUZUKI,Alto,Alto,LX,LX,2007,2014,150000,58370.97878,2,BANGALORE
490,MARUTI SUZUKI,Alto,Alto,LX,LX,2007,2014,163170,58370.97878,2,BANGALORE
881,MARUTI SUZUKI,Alto 800,Alto,STD,STD,2002,2014,83000,9.84E+04,3,BANGALORE
882,MARUTI SUZUKI,Alto 800,Alto,STD,STD,2002,2014,90000,98387.40592,3,BANGALORE
389,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2014,365000,50398.35729,2,BANGALORE
390,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2014,366300,50398.35729,2,BANGALORE
907,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2001,2014,110000,106403.833,3,BANGALORE
908,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2001,2014,120000,106403.833,3,BANGALORE
277,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,205000,42403.83299,2,BANGALORE
278,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,209790,42403.83299,2,BANGALORE
153,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2010,2014,444000,34409.3087,1,BANGALORE
154,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2010,2014,503500,34409.3087,1,BANGALORE
75,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2011,2014,288600,26436.6872,1,BANGALORE
76,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2011,2014,300000,26436.6872,1,BANGALORE
155,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2010,2014,444000,34475.01711,1,BANGALORE
156,MARUTI SUZUKI,Swift Dzire,Swift Dzire,LXI,LXI,2010,2014,460650,34475.01711,1,BANGALORE
157,MARUTI SUZUKI,Swift Dzire,Swift Dzire,LXI,LXI,2010,2014,470000,34475.01711,1,BANGALORE
158,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2010,2014,475000,34475.01711,1,BANGALORE
279,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VXI,VXI,2009,2014,460650,42491.44422,2,BANGALORE
280,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VXI,VXI,2009,2014,465000,42491.44422,2,BANGALORE
159,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2010,2014,305000,34518.82273,1,BANGALORE
160,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2010,2014,321900,34518.82273,1,BANGALORE
779,MARUTI SUZUKI,Alto,Alto,LX,LX,2004,2014,124000,82529.77416,3,BANGALORE
780,MARUTI SUZUKI,Alto,Alto,LX,LX,2004,2014,132000,82529.77416,3,BANGALORE
583,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2006,2014,199800,66562.62834,2,BANGALORE
584,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2006,2014,235000,66562.62834,2,BANGALORE
77,HYUNDAI,i10,i10,MAGNA,MAGNA,2011,2014,373500,26568.10404,1,BANGALORE
78,HYUNDAI,i10,i10,MAGNA,MAGNA,2011,2014,405150,26568.10404,1,BANGALORE
391,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2008,2014,205350,50573.57974,2,BANGALORE
392,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2008,2014,240000,50573.57974,2,BANGALORE
161,MARUTI SUZUKI,Estilo,Estilo,VXI,VXI,2010,2014,260850,34584.53114,1,BANGALORE
162,MARUTI SUZUKI,Estilo,Estilo,VXI,VXI,2010,2014,280000,34584.53114,1,BANGALORE
585,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2014,152500,66584.53114,2,BANGALORE
586,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2014,160950,66584.53114,2,BANGALORE
491,MARUTI SUZUKI,Estilo,Estilo,VXI,VXI,2007,2014,166500,58590.00685,2,BANGALORE
492,MARUTI SUZUKI,Estilo,Estilo,VXI,VXI,2007,2014,195000,58590.00685,2,BANGALORE
281,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,233100,42600.95825,2,BANGALORE
282,HYUNDAI,i10,i10,ERA,ERA,2009,2014,240000,42600.95825,2,BANGALORE
283,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,252000,42600.95825,2,BANGALORE
284,HYUNDAI,i10,i10,ERA,ERA,2009,2014,255300,42600.95825,2,BANGALORE
285,HYUNDAI,i10,i10,MAGNA,MAGNA,2009,2014,265000,42600.95825,2,BANGALORE
286,MARUTI SUZUKI,A-Star,A-Star,LXI,LXI,2009,2014,266400,42600.95825,2,BANGALORE
287,HYUNDAI,i10,i10,MAGNA,MAGNA,2009,2014,283050,42600.95825,2,BANGALORE
288,MARUTI SUZUKI,A-Star,A-Star,LXI,LXI,2009,2014,298500,42600.95825,2,BANGALORE
163,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,244200,34606.43395,1,BANGALORE
164,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,248000,34606.43395,1,BANGALORE
165,MARUTI SUZUKI,Ritz,Ritz,VXI ABS,VXI ABS,2010,2014,344100,34606.43395,1,BANGALORE
166,MARUTI SUZUKI,Ritz,Ritz,VXI ABS,VXI ABS,2010,2014,352980,34606.43395,1,BANGALORE
167,MARUTI SUZUKI,Ritz,Ritz,VXI ABS,VXI ABS,2010,2014,370000,34606.43395,1,BANGALORE
168,MARUTI SUZUKI,Ritz,Ritz,VXI ABS,VXI ABS,2010,2014,380000,34606.43395,1,BANGALORE
79,MARUTI SUZUKI,Swift,Swift,VDI,VDI,2011,2014,477300,39917.86447,1,BANGALORE
80,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VXI,VXI,2011,2014,482850,26611.90965,1,BANGALORE
81,MARUTI SUZUKI,Swift,Swift,VDI,VDI,2011,2014,485000,39917.86447,1,BANGALORE
82,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VXI,VXI,2011,2014,502500,26611.90965,1,BANGALORE
493,MARUTI SUZUKI,Swift,Swift,ZXI,ZXI,2007,2014,320000,58611.90965,2,BANGALORE
494,MARUTI SUZUKI,Swift,Swift,ZXI,ZXI,2007,2014,333000,58611.90965,2,BANGALORE
837,MARUTI SUZUKI,800,800,STD,STD,2003,2014,103000,90611.90968,3,BANGALORE
838,MARUTI SUZUKI,800,800,STD,STD,2003,2014,107500,90611.90968,3,BANGALORE
839,MARUTI SUZUKI,Baleno,Baleno,VXI,VXI,2003,2014,152500,90611.90968,3,BANGALORE
840,MARUTI SUZUKI,Baleno,Baleno,VXI,VXI,2003,2014,155400,90611.90968,3,BANGALORE
927,MARUTI SUZUKI,800,800,STD,STD,1999,2014,45000,122611.9097,4,BANGALORE
928,MARUTI SUZUKI,Alto 800,Alto,STD,STD,1999,2014,45000,122611.9097,4,BANGALORE
929,MARUTI SUZUKI,800,800,STD,STD,1999,2014,49000,1.23E+05,4,BANGALORE
930,MARUTI SUZUKI,800,800,STD,STD,1999,2014,55000,122611.9097,4,BANGALORE
931,MARUTI SUZUKI,Alto 800,Alto,STD,STD,1999,2014,55000,122611.9097,4,BANGALORE
932,MARUTI SUZUKI,800,800,STD,STD,1999,2014,60000,122611.9097,4,BANGALORE
393,MARUTI SUZUKI,800,800,AC,AC,2008,2014,137500,50617.38535,2,BANGALORE
394,MARUTI SUZUKI,800,800,AC,AC,2008,2014,145000,50617.38535,2,BANGALORE
395,MARUTI SUZUKI,Swift,Swift,LDi,LDi,2008,2014,290000,75926.07803,2,BANGALORE
396,MARUTI SUZUKI,Swift,Swift,LDi,LDi,2008,2014,300810,75926.07803,2,BANGALORE
397,MARUTI SUZUKI,Swift,Swift,VXI ABS,VXI ABS,2008,2014,366300,50617.38535,2,BANGALORE
398,MARUTI SUZUKI,Swift,Swift,VXI ABS,VXI ABS,2008,2014,382000,50617.38535,2,BANGALORE
913,MARUTI SUZUKI,800,800,STD,STD,2000,2014,63000,1.15E+05,3,BANGALORE
914,MARUTI SUZUKI,800,800,STD,STD,2000,2014,75000,114617.3854,3,BANGALORE
955,MARUTI SUZUKI,Alto 800,Alto,STD,STD,1996,2014,41000,146617.3854,4,BANGALORE
956,MARUTI SUZUKI,Alto 800,Alto,STD,STD,1996,2014,55000,146617.3854,4,BANGALORE
957,MARUTI SUZUKI,800,800,STD,STD,1996,2014,34000,146726.8994,4,BANGALORE
958,MARUTI SUZUKI,800,800,STD,STD,1996,2014,46000,146726.8994,4,BANGALORE
399,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,155000,50748.80219,2,BANGALORE
400,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,160950,50748.80219,2,BANGALORE
289,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2009,2014,349650,42754.27789,2,BANGALORE
290,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2009,2014,415000,42754.27789,2,BANGALORE
401,HONDA,City,City,1.5 Gxi,1.5 Gxi,2008,2014,305000,50770.705,2,BANGALORE
402,HONDA,City,City,1.5 Gxi,1.5 Gxi,2008,2014,333000,50770.705,2,BANGALORE
169,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2014,377400,34803.55921,1,BANGALORE
170,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2014,410000,34803.55921,1,BANGALORE
403,HYUNDAI,i10,i10,MAGNA,MAGNA,2008,2014,240000,50814.51061,2,BANGALORE
404,HYUNDAI,i10,i10,MAGNA,MAGNA,2008,2014,258630,50814.51061,2,BANGALORE
587,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2014,145000,66825.46202,2,BANGALORE
588,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2014,175000,66825.46202,2,BANGALORE
589,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2014,194250,66825.46202,2,BANGALORE
590,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2014,195000,66825.46202,2,BANGALORE
171,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2010,2014,466200,34869.26762,1,BANGALORE
172,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2010,2014,548500,34869.26762,1,BANGALORE
781,MARUTI SUZUKI,800,800,STD,STD,2004,2014,65000,82880.21904,3,BANGALORE
782,MARUTI SUZUKI,800,800,STD,STD,2004,2014,75000,82880.21904,3,BANGALORE
291,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2009,2014,358530,42885.69473,2,BANGALORE
292,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2009,2014,360000,42885.69473,2,BANGALORE
909,MARUTI SUZUKI,800,800,STD,STD,2001,2014,82000,106907.5975,3,BANGALORE
910,MARUTI SUZUKI,800,800,STD,STD,2001,2014,90000,106907.5975,3,BANGALORE
293,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,219780,42907.59754,2,BANGALORE
294,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,243500,42907.59754,2,BANGALORE
295,MARUTI SUZUKI,Ritz,Ritz,VXI ABS,VXI ABS,2009,2014,305000,42907.59754,2,BANGALORE
296,MARUTI SUZUKI,Ritz,Ritz,VXI ABS,VXI ABS,2009,2014,310800,42907.59754,2,BANGALORE
297,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,245000,42929.50034,2,BANGALORE
298,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,249750,42929.50034,2,BANGALORE
841,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2003,2014,120000,90962.35456,3,BANGALORE
842,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2003,2014,132000,90962.35456,3,BANGALORE
591,MARUTI SUZUKI,Esteem,Esteem,VXI,VXI,2006,2014,143000,67022.58727,2,BANGALORE
592,MARUTI SUZUKI,Esteem,Esteem,VXI,VXI,2006,2014,153180,67022.58727,2,BANGALORE
843,MARUTI SUZUKI,Alto,Alto,LX,LX,2003,2014,105000,91028.06296,3,BANGALORE
844,MARUTI SUZUKI,Alto,Alto,LX,LX,2003,2014,110000,91028.06296,3,BANGALORE
495,MARUTI SUZUKI,Swift,Swift,VDI,VDI,2007,2014,277500,88542.09445,2,BANGALORE
496,MARUTI SUZUKI,Swift,Swift,VDI,VDI,2007,2014,300000,88542.09445,2,BANGALORE
173,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VXI,VXI,2010,2014,430680,35044.49007,1,BANGALORE
174,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VXI,VXI,2010,2014,453500,35044.49007,1,BANGALORE
783,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2004,2014,124000,83055.44144,3,BANGALORE
784,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2004,2014,125000,83055.44144,3,BANGALORE
83,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2011,2014,238650,27071.86858,1,BANGALORE
84,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2011,2014,246000,27071.86858,1,BANGALORE
695,MARUTI SUZUKI,Esteem,Esteem,VXI,VXI,2005,2014,145000,75082.81998,2,BANGALORE
696,MARUTI SUZUKI,Esteem,Esteem,VXI,VXI,2005,2014,150000,75082.81998,2,BANGALORE
883,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2002,2014,138000,99110.19848,3,BANGALORE
884,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2002,2014,140000,99110.19848,3,BANGALORE
593,TATA,INDICA V2,INDICA V2,DL,DL,2006,2014,82000,100665.2977,2,BANGALORE
594,TATA,INDICA V2,INDICA V2,DL,DL,2006,2014,90000,100665.2977,2,BANGALORE
7,HYUNDAI,i10,i10,Magna 1.2,Magna 1.2,2013,2014,391000,11148.52841,1,BANGALORE
8,HYUNDAI,i10,i10,Magna 1.2,Magna 1.2,2013,2014,399600,11148.52841,1,BANGALORE
175,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,233100,35175.90691,1,BANGALORE
176,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,250000,35175.90691,1,BANGALORE
845,HYUNDAI,SANTRO XING,SANTRO XING,GLS,GLS,2003,2014,75000,91181.38264,3,BANGALORE
846,HYUNDAI,SANTRO XING,SANTRO XING,GLS,GLS,2003,2014,80000,91181.38264,3,BANGALORE
595,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2006,2014,174825,67219.71253,2,BANGALORE
596,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2006,2014,180000,67219.71253,2,BANGALORE
935,MARUTI SUZUKI,800,800,STD,STD,1998,2014,40000,131219.7126,4,BANGALORE
936,MARUTI SUZUKI,800,800,STD,STD,1998,2014,50000,131219.7126,4,BANGALORE
497,HYUNDAI,SANTRO XING,SANTRO XING,XO,XO,2007,2014,180000,59225.18822,2,BANGALORE
498,HYUNDAI,SANTRO XING,SANTRO XING,XO,XO,2007,2014,188700,59225.18822,2,BANGALORE
177,MARUTI SUZUKI,Swift,Swift,VXI ABS,VXI ABS,2010,2014,444000,35241.61533,1,BANGALORE
178,MARUTI SUZUKI,Swift,Swift,VXI ABS,VXI ABS,2010,2014,455000,35241.61533,1,BANGALORE
85,MARUTI SUZUKI,Swift,Swift,LDi,LDi,2011,2014,449550,40870.63655,1,BANGALORE
86,MARUTI SUZUKI,Swift,Swift,LDi,LDi,2011,2014,452500,40870.63655,1,BANGALORE
499,MARUTI SUZUKI,Swift,Swift,VXI ABS,VXI ABS,2007,2014,225000,59247.09103,2,BANGALORE
500,MARUTI SUZUKI,Swift,Swift,VXI ABS,VXI ABS,2007,2014,227550,59247.09103,2,BANGALORE
597,TATA,INDICA V2,INDICA V2,DL,DL,2006,2014,166500,100895.2772,2,BANGALORE
598,TATA,INDICA V2,INDICA V2,DL,DL,2006,2014,175000,100895.2772,2,BANGALORE
9,MARUTI SUZUKI,Ertiga,Ertiga,VXI,VXI,2013,2014,703500,11279.94524,1,BANGALORE
10,MARUTI SUZUKI,Ertiga,Ertiga,VXI,VXI,2013,2014,710400,11279.94524,1,BANGALORE
697,MARUTI SUZUKI,Esteem,Esteem,VXI,VXI,2005,2014,115000,75279.94524,2,BANGALORE
698,TATA,INDICA V2,INDICA V2,DL,DL,2005,2014,115000,112919.9179,2,BANGALORE
699,MARUTI SUZUKI,Esteem,Esteem,VXI,VXI,2005,2014,122000,75279.94524,2,BANGALORE
700,TATA,INDICA V2,INDICA V2,DL,DL,2005,2014,127000,112919.9179,2,BANGALORE
599,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2014,105000,67285.42094,2,BANGALORE
600,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2014,105000,67285.42094,2,BANGALORE
87,HYUNDAI,i10,i10,ERA,ERA,2011,2014,276800,27334.70226,1,BANGALORE
88,HYUNDAI,i10,i10,ERA,ERA,2011,2014,294150,27334.70226,1,BANGALORE
179,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,196000,35351.12936,1,BANGALORE
180,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,210900,35351.12936,1,BANGALORE
181,HYUNDAI,SANTRO XING,SANTRO XING,GLS,GLS,2010,2014,225000,35351.12936,1,BANGALORE
182,HYUNDAI,SANTRO XING,SANTRO XING,GLS,GLS,2010,2014,244200,35351.12936,1,BANGALORE
601,HYUNDAI,SANTRO XING,SANTRO XING,XO,XO,2006,2014,187000,67351.12936,2,BANGALORE
602,HYUNDAI,SANTRO XING,SANTRO XING,XO,XO,2006,2014,199800,67351.12936,2,BANGALORE
183,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,249750,35373.03217,1,BANGALORE
184,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,255000,35373.03217,1,BANGALORE
405,CHEVROLET,Spark,Spark,E 1.0,E 1.0,2008,2014,160950,51405.88638,2,BANGALORE
406,CHEVROLET,Spark,Spark,E 1.0,E 1.0,2008,2014,170000,51405.88638,2,BANGALORE
915,MARUTI SUZUKI,800,800,STD,STD,2000,2014,70000,115405.8864,3,BANGALORE
916,MARUTI SUZUKI,800,800,STD,STD,2000,2014,80000,115405.8864,3,BANGALORE
299,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,210900,43411.36208,2,BANGALORE
300,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,250000,43411.36208,2,BANGALORE
501,TATA,INDICA V2,INDICA V2,DL,DL,2007,2014,113500,89133.47022,2,BANGALORE
502,TATA,INDICA V2,INDICA V2,DL,DL,2007,2014,120000,89133.47022,2,BANGALORE
847,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2003,2014,333000,91422.31352,3,BANGALORE
848,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2003,2014,353500,91422.31352,3,BANGALORE
185,MARUTI SUZUKI,Ritz,Ritz,VXI ABS,VXI ABS,2010,2014,357420,35438.74059,1,BANGALORE
186,MARUTI SUZUKI,Ritz,Ritz,VXI ABS,VXI ABS,2010,2014,390000,35438.74059,1,BANGALORE
187,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2010,2014,432900,35482.5462,1,BANGALORE
188,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2010,2014,470000,35482.5462,1,BANGALORE
189,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,238650,35548.25462,1,BANGALORE
190,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,252500,35548.25462,1,BANGALORE
407,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,155400,51559.20602,2,BANGALORE
408,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,182000,51559.20602,2,BANGALORE
409,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,185370,51559.20602,2,BANGALORE
410,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,205000,51559.20602,2,BANGALORE
11,MARUTI SUZUKI,Alto 800,Alto,LXI,LXI,2013,2014,266400,11564.68173,1,BANGALORE
12,MARUTI SUZUKI,Alto 800,Alto,LXI,LXI,2013,2014,275000,11564.68173,1,BANGALORE
301,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2009,2014,277500,43564.68173,2,BANGALORE
302,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2009,2014,295000,43564.68173,2,BANGALORE
1,MARUTI SUZUKI,Swift,Swift,VDI,VDI,2014,2014,566100,5453.798772,1,BANGALORE
2,MARUTI SUZUKI,Swift,Swift,VDI,VDI,2014,2014,573500,5453.798772,1,BANGALORE
191,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2010,2014,238650,35635.86585,1,BANGALORE
192,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2010,2014,303500,35635.86585,1,BANGALORE
603,MARUTI SUZUKI,800,800,AC,AC,2006,2014,106000,67657.76865,2,BANGALORE
604,MARUTI SUZUKI,800,800,AC,AC,2006,2014,117000,67657.76865,2,BANGALORE
933,MARUTI SUZUKI,800,800,STD,STD,1999,2014,45000,123663.2443,4,BANGALORE
934,MARUTI SUZUKI,800,800,STD,STD,1999,2014,50000,123663.2443,4,BANGALORE
13,MARUTI SUZUKI,Ritz,Ritz,ZDI,ZDI,2013,2014,630000,17511.29364,1,BANGALORE
14,MARUTI SUZUKI,Ritz,Ritz,ZDI,ZDI,2013,2014,649350,17511.29364,1,BANGALORE
849,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2003,2014,123000,9.17E+04,3,BANGALORE
850,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2003,2014,130000,91685.14712,3,BANGALORE
503,HYUNDAI,i10,i10,MAGNA,MAGNA,2007,2014,240000,59685.14716,2,BANGALORE
504,HYUNDAI,i10,i10,MAGNA,MAGNA,2007,2014,250860,59685.14716,2,BANGALORE
193,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2010,2014,266400,35701.57426,1,BANGALORE
194,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2010,2014,278000,35701.57426,1,BANGALORE
195,MARUTI SUZUKI,A-Star,A-Star,VXI,VXI,2010,2014,305250,35723.47707,1,BANGALORE
196,MARUTI SUZUKI,A-Star,A-Star,VXI,VXI,2010,2014,315000,35723.47707,1,BANGALORE
785,MARUTI SUZUKI,800,800,STD,STD,2004,2014,70000,8.38E+04,3,BANGALORE
786,MARUTI SUZUKI,800,800,STD,STD,2004,2014,76500,83756.33128,3,BANGALORE
303,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,199800,43783.70978,2,BANGALORE
304,MARUTI SUZUKI,Zen,Zen,VXI,VXI,2009,2014,210000,43783.70978,2,BANGALORE
305,MARUTI SUZUKI,Zen,Zen,VXI,VXI,2009,2014,210900,43783.70978,2,BANGALORE
306,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,218000,43783.70978,2,BANGALORE
505,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2007,2014,202020,59794.66119,2,BANGALORE
506,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2007,2014,220000,59794.66119,2,BANGALORE
507,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2014,275000,59794.66119,2,BANGALORE
508,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2014,299700,59794.66119,2,BANGALORE
937,MARUTI SUZUKI,800,800,STD,STD,1998,2014,40000,131811.0883,4,BANGALORE
938,MARUTI SUZUKI,800,800,STD,STD,1998,2014,48000,131811.0883,4,BANGALORE
509,MARUTI SUZUKI,Wagon R,Wagon R,LXI,LXI,2007,2014,175000,59816.564,2,BANGALORE
510,MARUTI SUZUKI,Wagon R,Wagon R,LXI,LXI,2007,2014,188700,59816.564,2,BANGALORE
977,MARUTI SUZUKI,800,800,STD,STD,1991,2014,28000,1.88E+05,5,BANGALORE
978,MARUTI SUZUKI,800,800,STD,STD,1991,2014,40000,187816.564,5,BANGALORE
787,MARUTI SUZUKI,800,800,AC,AC,2004,2014,89000,83822.03968,3,BANGALORE
