Reg_No,Make,Model_1,Model,Variant_1,Variant,Year,Transaction_Year,Sold_Price,Out_Kms,Ownership,City
KA03MJ3649,MARUTI SUZUKI,SWIFT,SWIFT,VXI,VXI,2008,2015,300000,64327,1,BANGALORE
KA03MJ6300,MARUTI SUZUKI,800,800,STD,STD,2004,2015,90000,46948,2,BANGALORE
KA03MJ6300,MARUTI SUZUKI,800,800,STD,STD,2004,2015,85000,46948,2,BANGALORE
KA03MJ9915,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2015,188000,36812,1,BANGALORE
KA03MJ9915,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2015,180930,36812,1,BANGALORE
KA03MK3228,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2015,210900,61814,2,BANGALORE
KA03MK3228,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2015,200000,61814,2,BANGALORE
KA03MK7688,MARUTI SUZUKI,SWIFT DZIRE,SWIFT DZIRE,VXI,VXI,2009,2015,399600,23650,1,BANGALORE
KA03MK7688,MARUTI SUZUKI,SWIFT DZIRE,SWIFT DZIRE,VXI,VXI,2009,2015,370000,23650,1,BANGALORE
KA03MK7717,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2015,185000,45314,2,BANGALORE
KA03MK7717,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2015,183150,45314,2,BANGALORE
KA03ML0134,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2015,250000,66883,2,BANGALORE
KA03ML0134,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2015,195360,66883,2,BANGALORE
KA03ML1015,MARUTI SUZUKI,Ritz,Ritz,VXI,VXI,2009,2015,305250,74705,2,BANGALORE
KA03ML1015,MARUTI SUZUKI,Ritz,Ritz,VXI,VXI,2009,2015,305000,74705,2,BANGALORE
KA03MM718,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2010,2015,399600,124604,1,BANGALORE
KA03MM718,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2010,2015,385000,124604,1,BANGALORE
KA03MN1068,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2015,227550,37546,2,BANGALORE
KA03MN1068,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2015,215000,37546,2,BANGALORE
KA03MN7974,MARUTI SUZUKI,Ritz,Ritz,VDI,VDI,2011,2015,362970,65268,2,BANGALORE
KA03MN7974,MARUTI SUZUKI,Ritz,Ritz,VDI,VDI,2011,2015,339000,65268,2,BANGALORE
KA03MN8921,MARUTI SUZUKI,A-Star,A-Star,VXI,VXI,2011,2015,295000,79901,2,BANGALORE
KA03MN8921,MARUTI SUZUKI,A-Star,A-Star,VXI,VXI,2011,2015,238650,79901,2,BANGALORE
KA03MP4539,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2011,2015,185000,39485,1,BANGALORE
KA03MP4539,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2011,2015,179820,39485,1,BANGALORE
KA03MP9147,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2011,2015,348693.18,98798,1,BANGALORE
KA03MP9147,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2011,2015,344138,98798,1,BANGALORE
KA03MQ3561,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2012,2015,247530,43474,1,BANGALORE
KA03MQ3561,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2012,2015,245000,43474,1,BANGALORE
KA03MQ7304,MARUTI SUZUKI,WAGON R,WAGON R,VXI,VXI,2012,2015,338550,22414,1,BANGALORE
KA03MQ7304,MARUTI SUZUKI,WAGON R,WAGON R,VXI,VXI,2012,2015,321000,22414,1,BANGALORE
KA03MT5937,HYUNDAI,EON,EON,MAGNA,MAGNA,2014,2015,333000,12906,1,BANGALORE
KA03MT5937,HYUNDAI,EON,EON,MAGNA,MAGNA,2014,2015,310000,12906,1,BANGALORE
KA04MA6397,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2001,2015,130000,129303,2,BANGALORE
KA04MA6397,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2001,2015,127000,129303,2,BANGALORE
KA04MA7573,MARUTI SUZUKI,800,800,AC,AC,2004,2015,105000,22746,1,BANGALORE
KA04MA7573,MARUTI SUZUKI,800,800,AC,AC,2004,2015,100000,22746,1,BANGALORE
KA04MD1336,MARUTI SUZUKI,Omni,Omni,CARGO LPG,CARGO LPG,2006,2015,120000,113782,2,BANGALORE
KA04MD1336,MARUTI SUZUKI,Omni,Omni,CARGO LPG,CARGO LPG,2006,2015,117000,113782,2,BANGALORE
KA04MD7159,MARUTI SUZUKI,SWIFT,SWIFT,VXI,VXI,2006,2015,249750,89117,2,BANGALORE
KA04MD7159,MARUTI SUZUKI,SWIFT,SWIFT,VXI,VXI,2006,2015,239000,89117,2,BANGALORE
KA04ME1931,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2007,2015,299700,82165,2,BANGALORE
KA04ME1931,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2007,2015,285000,82165,2,BANGALORE
KA04MF5268,MARUTI SUZUKI,800,800,AC,AC,2008,2015,125000,14625,1,BANGALORE
KA04MF9080,MARUTI SUZUKI,A-Star,A-Star,LXI,LXI,2008,2015,195000,74088,2,BANGALORE
KA04MF9080,MARUTI SUZUKI,A-Star,A-Star,LXI,LXI,2008,2015,194250,74088,2,BANGALORE
KA04MG3104,MARUTI SUZUKI,SWIFT DZIRE,SWIFT DZIRE,VXI,VXI,2009,2015,394050,68718,2,BANGALORE
KA04MG3104,MARUTI SUZUKI,SWIFT DZIRE,SWIFT DZIRE,VXI,VXI,2009,2015,366800,68718,2,BANGALORE
KA04MH1543,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2015,230880,30822,1,BANGALORE
KA04MH1543,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2015,226000,30822,1,BANGALORE
KA04MJ9524,MARUTI SUZUKI,Ritz,Ritz,VDI,VDI,2011,2015,355200,70441,2,BANGALORE
KA04MJ9524,MARUTI SUZUKI,Ritz,Ritz,VDI,VDI,2011,2015,332600,70441,2,BANGALORE
KA04MN1852,MARUTI SUZUKI,Alto 800,Alto,LX,LX,2014,2015,199800,2013,1,BANGALORE
KA04MN1852,MARUTI SUZUKI,Alto 800,Alto,LX,LX,2014,2015,188000,2013,1,BANGALORE
KA04N5961,MARUTI SUZUKI,Esteem,Esteem,VXI,VXI,1996,2015,62000,68644,3,BANGALORE
KA04N5961,MARUTI SUZUKI,Esteem,Esteem,VXI,VXI,1996,2015,52000,68644,3,BANGALORE
KA04P8433,DAEWOO,Matiz,Matiz,DLX,DLX,2000,2015,31000,81481,3,BANGALORE
KA04Z1388,MARUTI SUZUKI,Zen,Zen,LX,LX,2001,2015,107000,78302,1,BANGALORE
KA05M513,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,1993,2015,60000,116774,2,BANGALORE
KA05M513,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,1993,2015,55000,116774,2,BANGALORE
KA05MA4407,TATA,INDICAB,INDICAB,DLE,DLE,2003,2015,62000,64006,2,BANGALORE
KA05MA5099,MARUTI SUZUKI,Zen,Zen,LX,LX,2000,2015,78000,67493,2,BANGALORE
KA05MA5099,MARUTI SUZUKI,Zen,Zen,LX,LX,2000,2015,73000,67493,2,BANGALORE
KA05MA9266,MARUTI SUZUKI,800,800,STD,STD,2003,2015,85000,47799,1,BANGALORE
KA05MA9266,MARUTI SUZUKI,800,800,STD,STD,2003,2015,80000,47799,1,BANGALORE
KA05MB1835,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2004,2015,138000,76538,2,BANGALORE
KA05MB56,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2003,2015,85000,34910,1,BANGALORE
KA05MB56,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2003,2015,80000,34910,1,BANGALORE
KA05MC7403,MARUTI SUZUKI,Omni,Omni,CARGO LPG,CARGO LPG,2005,2015,137000,80453,1,BANGALORE
KA05MC7403,MARUTI SUZUKI,Omni,Omni,CARGO LPG,CARGO LPG,2005,2015,132000,80453,1,BANGALORE
KA05MC9802,FORD,IKON,IKON,1.3 FLAIR,1.3 FLAIR,2005,2015,115000,58804,1,BANGALORE
KA05MC9802,FORD,IKON,IKON,1.3 FLAIR,1.3 FLAIR,2005,2015,110000,58804,1,BANGALORE
KA05MD6483,MARUTI SUZUKI,800,800,STD,STD,2006,2015,105000,64965,2,BANGALORE
KA05MD6483,MARUTI SUZUKI,800,800,STD,STD,2006,2015,100000,64965,2,BANGALORE
KA05ME7223,MARUTI SUZUKI,WAGON R 1.0,Wagon R,LXI LPG,LXI LPG,2007,2015,245000,64295,1,BANGALORE
KA05ME7223,MARUTI SUZUKI,WAGON R 1.0,Wagon R,LXI LPG,LXI LPG,2007,2015,205350,64295,1,BANGALORE
KA05ME8115,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2007,2015,163000,79473,2,BANGALORE
KA05ME8115,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2007,2015,158730,79473,2,BANGALORE
KA05ME9107,MARUTI SUZUKI,SX4,SX4,VXI,VXI,2007,2015,365000,67799,2,BANGALORE
KA05ME9107,MARUTI SUZUKI,SX4,SX4,VXI,VXI,2007,2015,333000,67799,2,BANGALORE
KA05ME9363,MARUTI SUZUKI,Omni,Omni,CARGO LPG,CARGO LPG,2007,2015,135000,65973,1,BANGALORE
KA05MF4608,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2007,2015,250000,116469,1,BANGALORE
KA05MF4608,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2007,2015,249750,116469,1,BANGALORE
KA05MF6863,MARUTI SUZUKI,SWIFT,SWIFT,ZXI,ZXI,2008,2015,299700,72304,1,BANGALORE
KA05MF6863,MARUTI SUZUKI,SWIFT,SWIFT,ZXI,ZXI,2008,2015,284500,72304,1,BANGALORE
KA05MG1187,MARUTI SUZUKI,A-Star,A-Star,VXI,VXI,2008,2015,250000,66889,1,BANGALORE
KA05MG1187,MARUTI SUZUKI,A-Star,A-Star,VXI,VXI,2008,2015,249750,66889,1,BANGALORE
KA05MG1792,MARUTI SUZUKI,800,800,AC,AC,2008,2015,165000,40128,1,BANGALORE
KA05MG1792,MARUTI SUZUKI,800,800,AC,AC,2008,2015,155400,40128,1,BANGALORE
KA05MG1956,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2015,185370,75500,1,BANGALORE
KA05MG1956,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2015,177500,75500,1,BANGALORE
KA05MG3552,MARUTI SUZUKI,A-Star,A-Star,VXI,VXI,2009,2015,290000,49724,1,BANGALORE
KA05MG3552,MARUTI SUZUKI,A-Star,A-Star,VXI,VXI,2009,2015,238650,49724,1,BANGALORE
KA05MG4536,MARUTI SUZUKI,A-Star,A-Star,VXI,VXI,2009,2015,244200,72704,1,BANGALORE
KA05MG4536,MARUTI SUZUKI,A-Star,A-Star,VXI,VXI,2009,2015,236650,72704,1,BANGALORE
KA05MG4633,MARUTI SUZUKI,Wagon R,Wagon R,LXI,LXI,2009,2015,215000,56422,1,BANGALORE
KA05MG4633,MARUTI SUZUKI,Wagon R,Wagon R,LXI,LXI,2009,2015,199800,56422,1,BANGALORE
KA05MG489,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2008,2015,210900,181122,1,BANGALORE
KA05MG489,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2008,2015,204500,181122,1,BANGALORE
KA05MG6013,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2009,2015,165000,58497,2,BANGALORE
KA05MG6013,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2009,2015,164280,58497,2,BANGALORE
KA05MH1517,MARUTI SUZUKI,Alto,Alto,LX,LX,2009,2015,155400,26974,1,BANGALORE
KA05MH1517,MARUTI SUZUKI,Alto,Alto,LX,LX,2009,2015,150000,26974,1,BANGALORE
KA05MH1805,MARUTI SUZUKI,Omni,Omni,CARGO LPG,CARGO LPG,2009,2015,150000,79464,2,BANGALORE
KA05MH1805,MARUTI SUZUKI,Omni,Omni,CARGO LPG,CARGO LPG,2009,2015,140000,79464,2,BANGALORE
KA05MH2999,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2015,225330,51053,1,BANGALORE
KA05MH2999,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2015,218000,51053,1,BANGALORE
KA05MH8244,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2010,2015,399600,10862,1,BANGALORE
KA05MH8244,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2010,2015,370000,10862,1,BANGALORE
KA05MH9321,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2015,251000,17392,2,BANGALORE
KA05MH9321,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2015,203130,17392,2,BANGALORE
KA05MJ1979,MARUTI SUZUKI,WAGON R,WAGON R,LXI,LXI,2010,2015,283050,56974,1,BANGALORE
KA05MJ1979,MARUTI SUZUKI,WAGON R,WAGON R,LXI,LXI,2010,2015,275000,56974,1,BANGALORE
KA05MJ7415,MARUTI SUZUKI,WAGON R,WAGON R,VXI,VXI,2011,2015,321900,44828,1,BANGALORE
KA05MJ7415,MARUTI SUZUKI,WAGON R,WAGON R,VXI,VXI,2011,2015,304500,44828,1,BANGALORE
KA05MJ8039,MARUTI SUZUKI,Ritz,Ritz,VDI,VDI,2011,2015,450000,64950,1,BANGALORE
KA05MJ8039,MARUTI SUZUKI,Ritz,Ritz,VDI,VDI,2011,2015,416250,64950,1,BANGALORE
KA05MK3417,MARUTI SUZUKI,WAGON R,WAGON R,LXI,LXI,2011,2015,299700,42458,1,BANGALORE
KA05MK3417,MARUTI SUZUKI,WAGON R,WAGON R,LXI,LXI,2011,2015,280500,42458,1,BANGALORE
KA05ML2601,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2012,2015,266400,21156,1,BANGALORE
KA05ML2601,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2012,2015,250000,21156,1,BANGALORE
KA05ML2637,MARUTI SUZUKI,Swift Dzire,Swift Dzire,LDi,LDi,2012,2015,499500,114538,1,BANGALORE
KA05ML2637,MARUTI SUZUKI,Swift Dzire,Swift Dzire,LDi,LDi,2012,2015,465000,114538,1,BANGALORE
KA05ML4589,TATA,NANO,NANO,CX,CX,2011,2015,85000,39417,1,BANGALORE
KA05ML4589,TATA,NANO,NANO,CX,CX,2011,2015,80000,39417,1,BANGALORE
KA05ML4739,MARUTI SUZUKI,Ertiga,Ertiga,VDI,VDI,2012,2015,643800,68546,1,BANGALORE
KA05ML4739,MARUTI SUZUKI,Ertiga,Ertiga,VDI,VDI,2012,2015,589000,68546,1,BANGALORE
KA05ML9172,MARUTI SUZUKI,Ritz,Ritz,VDI,VDI,2012,2015,394050,50972,1,BANGALORE
KA05ML9172,MARUTI SUZUKI,Ritz,Ritz,VDI,VDI,2012,2015,390000,50972,1,BANGALORE
KA05MM4938,MARUTI SUZUKI,Alto 800,Alto,LXI,LXI,2012,2015,249750,44322,1,BANGALORE
KA05MM4938,MARUTI SUZUKI,Alto 800,Alto,LXI,LXI,2012,2015,235000,44322,1,BANGALORE
KA05MM5991,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2013,2015,350000,48904,1,BANGALORE
KA05MM5991,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2013,2015,305250,48904,1,BANGALORE
KA05MM8288,MARUTI SUZUKI,WAGON R,WAGON R,VXI,VXI,2013,2015,388500,13754,1,BANGALORE
KA05MM8288,MARUTI SUZUKI,WAGON R,WAGON R,VXI,VXI,2013,2015,370000,13754,1,BANGALORE
KA05MN4661,MARUTI SUZUKI,SWIFT,SWIFT,LDi,LDi,2012,2015,600000,41130,1,BANGALORE
KA05MN4661,MARUTI SUZUKI,SWIFT,SWIFT,LDi,LDi,2012,2015,536130,41130,1,BANGALORE
KA05MN4784,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2013,2015,577200,47859,1,BANGALORE
KA05MN4784,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2013,2015,535000,47859,1,BANGALORE
KA05MN7108,MARUTI SUZUKI,Alto 800,Alto,LXI,LXI,2013,2015,288600,25436,1,BANGALORE
KA05MN7108,MARUTI SUZUKI,Alto 800,Alto,LXI,LXI,2013,2015,275000,25436,1,BANGALORE
KA05MP2078,MARUTI SUZUKI,Alto 800,Alto,LXI,LXI,2013,2015,310000,29212,1,BANGALORE
KA05MP2078,MARUTI SUZUKI,Alto 800,Alto,LXI,LXI,2013,2015,271950,29212,1,BANGALORE
KA05MP3479,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2014,2015,638250,48604,1,BANGALORE
KA05MP3479,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2014,2015,595000,48604,1,BANGALORE
KA05MP3601,MARUTI SUZUKI,Alto 800,Alto,LXI,LXI,2014,2015,285000,58278,1,BANGALORE
KA05MP3601,MARUTI SUZUKI,Alto 800,Alto,LXI,LXI,2014,2015,277500,58278,1,BANGALORE
KA05MP8342,MARUTI SUZUKI,WAGON R,WAGON R,VXI,VXI,2014,2015,388500,18848,1,BANGALORE
KA05MP8342,MARUTI SUZUKI,WAGON R,WAGON R,VXI,VXI,2014,2015,360000,18848,1,BANGALORE
KA05MQ1633,MARUTI SUZUKI,CELERIO,CELERIO,VXI,VXI,2014,2015,388500,3365,1,BANGALORE
KA05MQ1633,MARUTI SUZUKI,CELERIO,CELERIO,VXI,VXI,2014,2015,360000,3365,1,BANGALORE
KA05N9301,MARUTI SUZUKI,800,800,STD,STD,1998,2015,55000,58711,1,BANGALORE
KA05N9301,MARUTI SUZUKI,800,800,STD,STD,1998,2015,52000,58711,1,BANGALORE
KA05N9815,MARUTI SUZUKI,800,800,STD,STD,1998,2015,78000,66800,2,BANGALORE
KA05N9815,MARUTI SUZUKI,800,800,STD,STD,1998,2015,63000,66800,2,BANGALORE
KA05Z3452,MARUTI SUZUKI,800,800,STD,STD,2001,2015,73000,12309,2,BANGALORE
KA05Z3452,MARUTI SUZUKI,800,800,STD,STD,2001,2015,68000,12309,2,BANGALORE
KA05Z4123,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2001,2015,95000,21421,2,BANGALORE
KA05Z4123,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2001,2015,85000,21421,2,BANGALORE
KA05Z8799,MARUTI SUZUKI,Wagon R,Wagon R,LX,LX,2002,2015,105000,150256,2,BANGALORE
KA05Z9772,FORD,IKON,IKON,1.3 FLAIR,1.3 FLAIR,2002,2015,55000,14249,2,BANGALORE
KA05Z9772,FORD,IKON,IKON,1.3 FLAIR,1.3 FLAIR,2002,2015,40000,14249,2,BANGALORE
KA07M2310,MARUTI SUZUKI,Omni,Omni,CARGO LPG,CARGO LPG,2008,2015,133000,55698,1,BANGALORE
KA07M2310,MARUTI SUZUKI,Omni,Omni,CARGO LPG,CARGO LPG,2008,2015,128000,55698,1,BANGALORE
KA08M2416,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2011,2015,550000,47858,1,BANGALORE
KA08M2416,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2011,2015,516150,47858,1,BANGALORE
KA09Z3590,MARUTI SUZUKI,ESTILO,ESTILO,LXI,LXI,2010,2015,205350,39242,1,BANGALORE
KA09Z3590,MARUTI SUZUKI,ESTILO,ESTILO,LXI,LXI,2010,2015,195000,39242,1,BANGALORE
KA10M1391,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2010,2015,177600,96146,1,BANGALORE
KA10M1391,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2010,2015,175000,96146,1,BANGALORE
KA12Z0806,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2013,2015,203130,64522,1,BANGALORE
KA12Z0806,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2013,2015,193000,64522,1,BANGALORE
KA14M6388,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2005,2015,140000,2664,1,BANGALORE
KA14N9422,MARUTI SUZUKI,SWIFT,SWIFT,ZDI,ZDI,2013,2015,654900,37343,1,BANGALORE
KA14N9422,MARUTI SUZUKI,SWIFT,SWIFT,ZDI,ZDI,2013,2015,650000,37343,1,BANGALORE
KA16M4032,MARUTI SUZUKI,800,800,AC,AC,2008,2015,170000,61820,2,BANGALORE
KA16M4032,MARUTI SUZUKI,800,800,AC,AC,2008,2015,110000,61820,2,BANGALORE
KA17M6532,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2015,155400,75406,1,BANGALORE
KA17M6532,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2015,154000,75406,1,BANGALORE
KA17N4191,MARUTI SUZUKI,SX4,SX4,ZDI,ZDI,2011,2015,580000,63710,1,BANGALORE
KA17N4191,MARUTI SUZUKI,SX4,SX4,ZDI,ZDI,2011,2015,555000,63710,1,BANGALORE
KA18M7972,MARUTI SUZUKI,Alto,Alto,LX,LX,2006,2015,130000,79233,2,BANGALORE
KA19M7201,MARUTI SUZUKI,Zen,Zen,LXI,LXI,1995,2015,40000,95683,7,BANGALORE
KA19M7201,MARUTI SUZUKI,Zen,Zen,LXI,LXI,1995,2015,37000,95683,7,BANGALORE
KA21N3144,MARUTI SUZUKI,WAGON R,WAGON R,DUO LXI LPG,DUO LXI LPG,2012,2015,305250,73560,2,BANGALORE
KA21N3144,MARUTI SUZUKI,WAGON R,WAGON R,DUO LXI LPG,DUO LXI LPG,2012,2015,285000,73560,2,BANGALORE
KA27M5705,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2011,2015,575000,56200,1,BANGALORE
KA27M5705,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2011,2015,555000,56200,1,BANGALORE
KA28N0665,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2011,2015,399600,85650,1,BANGALORE
KA28N0665,MARUTI SUZUKI,SWIFT,SWIFT,VDI,VDI,2011,2015,375000,85650,1,BANGALORE
KA28N5099,TATA,NANO,NANO,LX,LX,2011,2015,85000,21500,2,BANGALORE
KA28N5099,TATA,NANO,NANO,LX,LX,2011,2015,75000,21500,2,BANGALORE
KA34M2571,MARUTI SUZUKI,Wagon R,Wagon R,LXI,LXI,2005,2015,100000,68777,2,BANGALORE
KA34M2571,MARUTI SUZUKI,Wagon R,Wagon R,LXI,LXI,2005,2015,95000,68777,2,BANGALORE
KA41516,TATA,INDICAB,INDICAB,DLE,DLE,2005,2015,75000,127106,1,BANGALORE
KA41516,TATA,INDICAB,INDICAB,DLE,DLE,2005,2015,70000,127106,1,BANGALORE
KA41M2517,MARUTI SUZUKI,Omni,Omni,CARGO LPG,CARGO LPG,2007,2015,145000,41908,1,BANGALORE
KA41M2517,MARUTI SUZUKI,Omni,Omni,CARGO LPG,CARGO LPG,2007,2015,142000,41908,1,BANGALORE
KA41M4197,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2007,2015,166500,70960,2,BANGALORE
KA41M4197,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2007,2015,165000,70960,2,BANGALORE
KA41M5564,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2007,2015,240000,18553,2,BANGALORE
KA41M5564,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2007,2015,183150,18553,2,BANGALORE
KA41M6062,MARUTI SUZUKI,ESTILO,ESTILO,VXI,VXI,2008,2015,125100,136298,1,BANGALORE
KA41M6062,MARUTI SUZUKI,ESTILO,ESTILO,VXI,VXI,2008,2015,120000,136298,1,BANGALORE
KA41M7186,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2015,205350,59755,1,BANGALORE
KA41M7186,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2015,195000,59755,1,BANGALORE
KA41M7269,MARUTI SUZUKI,SWIFT,SWIFT,VXI,VXI,2008,2015,370000,85082,2,BANGALORE
KA41M7269,MARUTI SUZUKI,SWIFT,SWIFT,VXI,VXI,2008,2015,327450,85082,2,BANGALORE
KA41M8693,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2015,205350,40492,1,BANGALORE
KA41M8693,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2015,195000,40492,1,BANGALORE
KA41M9724,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2015,194250,57627,1,BANGALORE
KA41M9724,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2015,193000,57627,1,BANGALORE
KA41N2667,MARUTI SUZUKI,Omni,Omni,CARGO LPG,CARGO LPG,2010,2015,194250,56261,1,BANGALORE
KA41N2667,MARUTI SUZUKI,Omni,Omni,CARGO LPG,CARGO LPG,2010,2015,190000,56261,1,BANGALORE
KA41N3179,MARUTI SUZUKI,SWIFT DZIRE,SWIFT DZIRE,VXI,VXI,2010,2015,375000,110000,1,BANGALORE
KA41N3179,MARUTI SUZUKI,SWIFT DZIRE,SWIFT DZIRE,VXI,VXI,2010,2015,328560,110000,1,BANGALORE
KA41N3520,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2015,238650,61722,1,BANGALORE
KA41N3520,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2015,233000,61722,1,BANGALORE
KA41N5326,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2015,285000,41574,1,BANGALORE
KA41N5326,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2015,233100,41574,1,BANGALORE
KA41N5951,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2015,233100,896,1,BANGALORE
KA41N5951,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2015,225000,896,1,BANGALORE
KA41N6466,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2010,2015,190000,59403,1,BANGALORE
KA41N6466,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2010,2015,183150,59403,1,BANGALORE
KA41N6934,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2010,2015,295000,61559,1,BANGALORE
KA41N6934,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2010,2015,248640,61559,1,BANGALORE
KA41N7604,FORD,FIGO,FIGO,Duratorq Diesel EXI 1.4,Duratorq Diesel EXI 1.4,2011,2015,277500,72745,1,BANGALORE
KA41N7604,FORD,FIGO,FIGO,Duratorq Diesel EXI 1.4,Duratorq Diesel EXI 1.4,2011,2015,270000,72745,1,BANGALORE
KA41N9548,MARUTI SUZUKI,Alto K10,Alto K10,LXI,LXI,2011,2015,255300,41458,1,BANGALORE
KA41N9548,MARUTI SUZUKI,Alto K10,Alto K10,LXI,LXI,2011,2015,240000,41458,1,BANGALORE
KA41P1965,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2011,2015,266400,33986,1,BANGALORE
KA41P1965,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2011,2015,250000,33986,1,BANGALORE
KA41P2573,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2011,2015,244200,33765,1,BANGALORE
KA41P2573,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2011,2015,234100,33765,1,BANGALORE
KA41P6262,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2012,2015,210900,44151,1,BANGALORE
KA41P6262,MARUTI SUZUKI,Omni,Omni,5 STR,5 STR,2012,2015,207000,44151,1,BANGALORE
KA41P7509,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2012,2015,292485,4583,1,BANGALORE
